Paths,Accumulated Latency [s],Accumulated Noise [W],Accumulated SNR [dB]
D->F->A->E->B,0.01035003096476158,8.484155e-06,19.73924869647118
D->F->A->E->C->B,0.011165058655720357,9.517677e-06,12.468564259453757
D->F->B,0.003496649184862203,3.792326e-06,24.210943067570213
D->F->E->A->C->B,0.01037740522239792,9.571510e-06,13.37190953902808
D->F->E->A->B,0.009531403269398726,8.617310e-06,19.619448139994624
D->F->E->B,0.0063648886269726665,5.518667e-06,16.372810365713942
D->F->E->C->B,0.007179916317931443,6.645072e-06,19.263059634797727
D->F->E->C->A->B,0.009540750525776766,8.462335e-06,15.391920976300169
D->E->A->C,0.007304263459353285,7.234603e-06,13.981678467370228
D->E->A->F->B->C,0.013921066777039009,1.575238e-05,9.0182600228683
D->E->A->B->C,0.010621394911002564,1.240511e-05,20.190706901740132
D->E->F->A->C,0.012102606412779925,1.369009e-05,20.319918719682917
D->E->F->A->B->C,0.015419737864429206,1.567465e-05,10.06657876152307
D->E->F->B->A->C,0.012296758647095417,1.214199e-05,12.75976262392134
D->E->F->B->C,0.009935924439250093,1.041562e-05,19.923027340934865
D->E->B->A->C,0.009815714476421829,1.282317e-05,20.656194882199138
D->E->B->C,0.007454880268576505,7.294441e-06,13.336467602755665
D->E->B->F->A->C,0.01311538634245827,1.306301e-05,12.390058455684517
D->E->C,0.004106774554886807,5.634530e-06,25.103244307502308
D->F->A->C,0.007744897860716271,6.362012e-06,16.476867192558892
D->F->A->B->E->C,0.011594942970464666,9.826494e-06,15.464497421293908
D->F->A->B->C,0.011062029312365553,9.344300e-06,19.484257814656182
D->F->A->E->B->C,0.012431597667085816,1.004854e-05,13.882344758294368
D->F->A->E->C,0.00908349195339612,7.967018e-06,21.66187656228476
D->F->B->A->C,0.007939050095031763,9.047530e-06,21.208528596501456
D->F->B->A->E->C,0.009277644187711613,9.885717e-06,14.46373567459036
D->F->B->E->A->C,0.009308618449752028,9.110408e-06,13.942768484635852
D->F->B->E->C,0.006111129545285552,7.206487e-06,23.072264265587414
D->F->B->C,0.00557821588718644,5.346821e-06,15.647751840899758
D->F->E->A->C,0.008295838520073684,8.015049e-06,20.707932919584735
D->F->E->A->B->C,0.011612969971722963,1.018244e-05,13.87702623850678
D->F->E->B->A->C,0.010807289537142228,9.577789e-06,14.752328227251265
D->F->E->B->C,0.008446455329296904,7.813222e-06,20.20925485316201
D->F->E->C,0.005098349615607206,4.860758e-06,18.573612171512302
D->E,0.003432803880357863,2.215805e-06,18.81579131583726
D->F->A->C->B->E,0.011766974248934914,9.717235e-06,14.942103860206444
D->F->A->C->E,0.008418868535245216,7.609833e-06,21.556364059050264
D->F->A->B->E,0.010920972295935721,9.145925e-06,19.882168038569667
D->F->A->B->C->E,0.011735999986894497,1.002927e-05,15.68051094832596
D->F->A->E,0.008409521278867176,6.581900e-06,16.024580063064175
D->F->B->A->C->E,0.008613020769560708,9.717086e-06,14.233738204751186
D->F->B->A->E,0.00860367351318267,9.214345e-06,20.824465404867766
D->F->B->E,0.0054371588707566075,5.126515e-06,16.135204898204186
D->F->B->C->E,0.006252186561715384,7.759050e-06,23.056133753812226
D->F->B->C->A->E,0.009449675466181862,9.623305e-06,12.790746952417585
D->F->E,0.004424378941078262,4.179501e-06,23.231031416880967
D->E->A->C->B->F,0.011132742211853489,1.184796e-05,12.144108300811073
D->E->A->F,0.010092588024538805,8.557592e-06,11.972925143783876
D->E->A->B->F,0.010286740258854295,1.226922e-05,20.543261863893004
D->E->F,0.006107445686749889,6.081119e-06,22.564761199491127
D->E->B->A->F,0.012604039041607349,1.380458e-05,19.05653319815931
D->E->B->C->A->F,0.013450040994606541,1.399152e-05,9.228354266888802
D->E->B->F,0.007120225616428234,7.073992e-06,13.774460976871035
D->E->C->B->A->F,0.013419066732566124,1.979061e-05,6.846741316389256
D->E->C->B->F,0.007935253307387011,1.701111e-05,20.609214449435342
D->E->C->A->F,0.010101935280916843,1.587281e-05,19.325897962432443
D->E->C->A->B->F,0.010296087515232335,1.673339e-05,9.159596274637375
D->F,0.001749737134686236,1.334189e-06,21.98125356990033
E->A,0.002268041498573163,1.554495e-06,21.012815104098927
E->F->A,0.007066384451999804,5.938239e-06,21.541762879970992
E->F->B->A,0.007260536686315295,6.758408e-06,13.603430026108253
E->F->B->C->A,0.008106538639314488,9.699562e-06,20.994922270967564
E->B->A,0.004779492515641707,4.383218e-06,22.80824039569965
E->B->C->A,0.0056254944686409,5.318081e-06,16.280596806455637
E->B->F->A,0.008079164381678149,6.449153e-06,13.859016129682098
E->C->B->A,0.005594520206600484,4.595894e-06,17.790117658657117
E->C->B->F->A,0.008894192072636926,6.851246e-06,18.408700554471388
E->C->A,0.0022773887549512027,2.361688e-06,24.618274199010862
E->D->F->A,0.009574283660651876,8.397097e-06,11.75043029714631
E->D->F->B->A,0.009768435894967368,1.112709e-05,19.724677434175625
E->D->F->B->C->A,0.01061443784796656,1.209279e-05,11.750560431849642
E->A->C->B,0.005953026281319659,5.830979e-06,14.966574825499867
E->A->F->B,0.008406696194356907,6.819096e-06,15.87082527673089
E->A->B,0.005107024328320465,4.852717e-06,22.67104060743347
E->F->A->C->B,0.010751369234746299,9.493489e-06,19.19936217215227
E->F->A->B,0.009905367281747107,7.939982e-06,14.18306329538151
E->F->B,0.004421553856567993,4.766254e-06,23.775952224396416
E->B,0.0019405096858944046,1.334189e-06,21.98125356990033
E->C->B,0.0027555373768531817,2.572204e-06,23.942727578418307
E->C->A->F->B,0.008416043450734947,7.241156e-06,21.031805214827703
E->C->A->B,0.005116371584698505,4.378111e-06,17.696231272669245
E->D->F->A->C->B,0.013259268443398371,1.660449e-05,8.484747210089969
E->D->F->A->B,0.012413266490399179,1.538632e-05,19.59653004323288
E->D->F->B,0.006929453065220066,7.073992e-06,13.774460976871035
E->A->C,0.0038714595789954213,4.278438e-06,23.991866635047934
E->A->F->B->C,0.010488262896681144,8.925876e-06,19.214106826392282
E->A->B->C,0.007188591030644703,6.411152e-06,15.328458034454105
E->F->A->C,0.008669802532422062,7.279272e-06,15.334208403113061
E->F->A->B->C,0.011986933984071343,1.062768e-05,19.483065587079786
E->F->B->A->C,0.008863954766737554,1.092833e-05,20.946013775563685
E->F->B->C,0.0065031205588922305,6.317458e-06,14.36556046593645
E->B->A->C,0.006382910596063966,5.724890e-06,16.42958529335957
E->B->C,0.004022076388218642,3.981411e-06,23.69491043237238
E->B->F->A->C,0.009682582462100407,1.051833e-05,21.059915605951886
E->C,0.0006739706745289442,6.750362e-07,26.589657202283014
E->D->F->A->C,0.011177701741074134,1.505810e-05,20.464002708863426
E->D->F->A->B->C,0.014494833192723416,1.693425e-05,9.173172317780146
E->D->F->B->A->C,0.011371853975389626,1.245998e-05,12.089761447454029
E->D->F->B->C,0.009011019767544303,1.076247e-05,20.338483516170673
E->A->C->B->F->D,0.009449675466181862,1.021355e-05,12.53222111639995
E->A->F->D,0.008409521278867177,6.819096e-06,15.87082527673089
E->A->B->F->D,0.008603673513182667,8.335072e-06,20.32179649062484
E->F->D,0.004424378941078262,4.766254e-06,23.775952224396416
E->B->A->F->D,0.010920972295935721,9.979185e-06,20.51460467406921
E->B->C->A->F->D,0.011766974248934914,1.015613e-05,14.750247140360166
E->B->F->D,0.0054371588707566075,5.126515e-06,16.135204898204186
E->C->B->A->F->D,0.011735999986894497,9.080970e-06,16.1118798992987
E->C->B->F->D,0.006252186561715384,5.554386e-06,20.599420416797965
E->C->A->F->D,0.008418868535245216,7.241156e-06,21.031805214827703
E->C->A->B->F->D,0.008613020769560708,7.664308e-06,15.264368918307081
E->D,0.003432803880357863,2.215805e-06,18.81579131583726
E->A->C->B->F,0.007699938331495626,8.883002e-06,21.123840384588256
E->A->F,0.006659784144180941,5.474734e-06,21.641703904250665
E->A->B->F,0.006853936378496432,6.190958e-06,15.784958753740263
E->F,0.002674641806392026,1.774885e-06,20.184000884473253
E->B->A->F,0.009171235161249486,7.046847e-06,14.247923463866044
E->B->C->A->F,0.010017237114248678,8.800905e-06,18.970623285908594
E->B->F,0.0036874217360703715,3.792326e-06,24.210943067570213
E->C->B->A->F,0.009986262852208262,7.699456e-06,18.6756250005853
