Paths,Accumulated Latency [s],Accumulated Noise [W],Accumulated SNR [dB]
A->C->E->B->F,0.005964810491021575,1.045633e-05,21.45570700162579
A->C->E->D->F,0.007459929769995301,1.525591e-05,20.777438963256586
A->F,0.004391742645607778,2.656827e-06,17.482540602838487
A->B->E->F,0.007454134322033732,7.355994e-06,13.007590593999849
A->B->E->D->F,0.009962033530685806,1.352643e-05,20.424318770272734
A->B->C->E->F,0.00826916201299251,8.738698e-06,18.84741841680572
A->B->C->E->D->F,0.010777061221644582,1.053448e-05,14.92213925861365
A->B->F,0.00458589487992327,5.585285e-06,23.303376011765273
A->E->F,0.004942683304965188,4.880306e-06,22.862523600279022
A->E->B->F,0.005955463234643535,5.849336e-06,15.029772858860948
A->E->C->B->F,0.006770490925602312,1.345769e-05,20.969234073735432
A->E->D->F,0.007450582513617262,6.618423e-06,15.455614403082576
B->A,0.0028389828297473024,1.995327e-06,19.231586766120166
B->E->A,0.004208551184467568,4.169446e-06,23.4944979033136
B->E->F->A,0.009006894137894208,7.025049e-06,13.817404166310599
B->E->C->A,0.004217898440845608,4.982907e-06,14.381229544582862
B->E->D->F->A,0.011514793346546282,9.382151e-06,18.035270358562446
B->C->E->A,0.005023578875426345,5.811992e-06,13.103369858998173
B->C->E->F->A,0.009821921828852985,1.552468e-05,19.322331782265188
B->C->E->D->F->A,0.012329821037505058,2.040305e-05,5.712682605783047
B->C->A,0.0036849847827464957,4.517157e-06,23.756067236198632
B->F->A,0.006138654695783745,5.188611e-06,21.570104296291085
B->F->D->E->A,0.009197494563793228,1.025555e-05,20.548011795388636
B->F->D->E->C->A,0.009206841820171268,1.141558e-05,9.81875547864682
B->F->E->A,0.006689595355141156,5.923031e-06,15.533122975607448
B->F->E->C->A,0.006698942611519196,6.657631e-06,19.559578226963698
B->A->C,0.00444240091016956,5.585285e-06,23.303376011765273
B->A->F->D->E->C,0.013087237164928123,1.181289e-05,15.399371301959452
B->A->F->E->C,0.01057933795627605,1.086459e-05,21.34153491311883
B->A->E->C,0.00578099500284941,6.414303e-06,16.114453107176907
B->E->A->C,0.0058119692648898255,5.506116e-06,15.901823487544588
B->E->F->A->C,0.010610312218316466,1.053479e-05,20.49540247587155
B->E->C,0.002614480360423349,3.655919e-06,26.01953500239283
B->E->D->F->A->C,0.01311821142696854,1.075557e-05,14.93093029596611
B->C,0.0020815667023242374,1.554495e-06,20.784945208199485
B->F->A->C,0.007742072776206003,6.537836e-06,16.13060181128096
B->F->A->E->C,0.009080666868885852,8.266147e-06,21.501803087135123
B->F->D->E->A->C,0.010800912644215486,1.158587e-05,11.70866757494543
B->F->D->E->C,0.00760342373974901,1.009024e-05,22.572805811969943
B->F->E->A->C,0.008293013435563414,8.361639e-06,20.524080284623754
B->F->E->C,0.005095524531096937,5.044955e-06,18.184209527618492
B->A->C->E->F->D,0.009540750525776766,1.006244e-05,14.411919493715821
B->A->C->E->D,0.008549175465056368,9.132354e-06,18.556180802074792
B->A->F->D,0.008980462610041316,8.041467e-06,14.457760168149992
B->A->F->E->D,0.01333817116210497,1.196265e-05,18.31157459971525
B->A->E->F->D,0.009531403269398726,1.153779e-05,20.405607350451085
B->A->E->D,0.008539828208678327,7.956021e-06,12.56716730671666
B->E->A->F->D,0.010350030964761581,1.075576e-05,20.65825543051101
B->E->F->D,0.006364888626972666,5.702863e-06,16.00235240668249
B->E->C->A->F->D,0.010359378221139621,1.273447e-05,11.585631819154031
B->E->D,0.0053733135662522675,4.769767e-06,22.252707599108277
B->C->E->A->F->D,0.011165058655720358,1.553553e-05,10.1127423814786
B->C->E->F->D,0.007179916317931443,1.488558e-05,20.784286984481028
B->C->E->D,0.006188341257211044,6.473665e-06,11.977515775382322
B->C->A->F->D,0.00982646456304051,1.246229e-05,20.62812649118751
B->C->A->F->E->D,0.014184173115104164,1.492543e-05,9.277589369686993
B->C->A->E->F->D,0.01037740522239792,1.109505e-05,12.50255167447342
B->C->A->E->D,0.009385830161677522,1.014891e-05,19.582922443603934
B->F->A->C->E->D,0.01184884733109281,1.009915e-05,11.63027273913422
B->F->A->E->D,0.01183950007471477,9.590853e-06,18.244441246575192
B->F->D,0.003496649184862203,3.985733e-06,23.99491815839559
B->F->E->D,0.007854357736925856,6.584111e-06,14.415990044249828
B->A->C->E,0.005116371584698505,6.254840e-06,15.91906655727978
B->A->F->D->E,0.012413266490399179,1.111461e-05,18.073182204671742
B->A->F->E,0.009905367281747107,8.481952e-06,13.668430398704338
B->A->E,0.005107024328320465,5.742930e-06,22.877774622075655
B->E,0.0019405096858944046,1.334189e-06,21.753383674000887
B->C->E,0.0027555373768531817,4.265122e-06,25.65490436007547
B->C->A->F->D->E,0.013259268443398373,1.467157e-05,8.79436769433726
B->C->A->F->E,0.0107513692347463,1.271460e-05,19.98335086843561
B->C->A->E,0.005953026281319659,6.069698e-06,14.564448890286227
B->F->A->C->E,0.008416043450734947,7.885558e-06,21.401791438090044
B->F->A->E,0.008406696194356907,6.757725e-06,15.682218366276746
B->F->D->E,0.006929453065220066,6.201538e-06,14.118242818190872
B->F->E,0.004421553856567993,4.363698e-06,23.043729139646956
B->A->C->E->F,0.007791013391090531,8.710340e-06,19.166253538955544
B->A->C->E->D->F,0.010298912599742603,1.049365e-05,14.634285606318906
B->A->F,0.00723072547535508,6.702852e-06,21.231847896291246
B->A->E->F,0.007781666134712491,7.515024e-06,13.219419498837347
B->A->E->D->F,0.010289565343364563,1.284913e-05,20.342692435589726
B->E->A->F,0.008600293830075345,6.828528e-06,13.6876213641428
B->E->F,0.00461515149228643,4.363698e-06,23.043729139646956
B->E->C->A->F,0.008609641086453386,1.140267e-05,19.800048318049
B->E->D->F,0.007123050700938504,6.113952e-06,16.10465839421293
B->C->E->A->F,0.009415321521034123,1.420655e-05,19.45466705159192
B->C->E->F,0.0054301791832452075,6.032537e-06,12.688614118425978
B->C->E->D->F,0.00793807839189728,1.775456e-05,20.423439897722126
B->C->A->F,0.008076727428354274,7.172157e-06,12.864956481878277
B->C->A->E->F,0.008627668087711685,9.761232e-06,20.156667268926686
B->C->A->E->D->F,0.011135567296363757,1.148602e-05,12.756743429348798
B->F,0.0017469120501759669,1.334189e-06,21.753383674000887
C->B->A,0.004920549532071539,5.076516e-06,22.475232621977156
C->B->E->A,0.006290117886791805,6.069698e-06,14.564448890286227
C->B->E->F->A,0.011088460840218447,1.112771e-05,19.119000674416075
C->B->E->D->F->A,0.013596360048870519,1.389225e-05,9.031407539690917
C->B->F->A,0.008220221398107982,7.172157e-06,12.864956481878277
C->B->F->D->E->A,0.011279061266117465,1.113340e-05,12.892162094876651
C->B->F->E->A,0.008771162057465393,1.017682e-05,20.481603424603378
C->E->A,0.0029420121731021072,2.632374e-06,23.842304186911676
C->E->F->A,0.007740355126528748,5.535964e-06,16.501464976312455
C->E->F->B->A,0.00793450736084424,6.473195e-06,18.90775946272974
C->E->B->A,0.005453463190170651,4.440001e-06,17.407398273549283
C->E->B->F->A,0.008753135056207093,6.813780e-06,18.737234195794912
C->E->D->F->A,0.01024825433518082,7.508349e-06,17.35335003759665
C->E->D->F->B->A,0.010442406569496313,8.250328e-06,15.678837648925125
C->A,0.0016034180804222584,1.334189e-06,21.753383674000887
C->B,0.0020815667023242374,1.554495e-06,20.784945208199485
